0;3;358;-1
0;72;322;-1
0;115;405;-1
0;116;364;-1
0;130;162;-1
0;133;180;-1
0;235;330;-1
0;243;466;-1
0;267;343;-1
0;277;238;-1
0;293;457;-1
0;303;191;-1
0;304;271;-1
0;315;333;-1
0;323;290;-1
0;363;226;-1
0;384;227;-1
0;411;433;-1
0;419;357;-1
0;435;345;-1
0;436;118;-1
0;481;353;-1
0;486;370;-1
0;487;20;-1
1;7;166;-1
1;264;442;-1
1;276;273;-1
1;340;212;-1
1;454;364;-1
1;488;397;-1
1;502;97;-1
2;78;310;-1
2;342;477;-1
2;376;363;-1
2;439;492;-1
3;130;319;-1
3;185;28;-1
3;300;107;-1
3;316;293;-1
3;320;304;-1
4;78;274;-1
4;166;222;-1
4;218;178;-1
4;281;235;-1
4;284;68;-1
4;339;311;-1
4;374;154;-1
4;377;166;-1
4;391;340;-1
4;426;511;-1
4;448;426;-1
5;50;423;-1
5;73;231;-1
5;112;177;-1
5;155;69;-1
5;335;367;-1
5;425;431;-1
6;48;235;-1
6;68;234;-1
6;149;105;-1
6;153;400;-1
6;198;437;-1
6;219;23;-1
6;241;341;-1
6;242;9;-1
6;287;239;-1
6;290;338;-1
6;293;137;-1
6;323;168;-1
7;17;429;-1
7;52;211;-1
7;97;459;-1
7;101;228;-1
7;106;246;-1
7;139;294;-1
7;174;379;-1
7;325;178;-1
7;401;176;-1
7;414;201;-1
7;418;148;-1
7;443;486;-1
8;58;108;-1
8;77;221;-1
8;91;86;-1
8;104;330;-1
8;159;336;-1
8;214;214;-1
8;281;318;-1
8;288;185;-1
8;330;319;-1
8;344;155;-1
8;371;112;-1
9;41;449;-1
9;73;151;-1
9;82;214;-1
9;111;330;-1
9;129;213;-1
9;142;203;-1
9;328;324;-1
9;429;195;-1
9;442;408;-1
10;3;391;-1
10;9;440;-1
10;29;470;-1
10;32;365;-1
10;81;460;-1
10;98;167;-1
10;121;132;-1
10;130;279;-1
10;142;332;-1
10;200;433;-1
10;255;348;-1
10;256;90;-1
10;302;115;-1
10;335;132;-1
10;370;358;-1
10;375;177;-1
10;422;102;-1
10;438;142;-1
11;85;180;-1
11;91;194;-1
11;105;336;-1
11;130;53;-1
11;131;320;-1
11;199;369;-1
11;212;183;-1
11;262;331;-1
12;28;183;-1
12;50;495;-1
12;90;190;-1
12;132;286;-1
12;136;469;-1
12;161;170;-1
12;175;362;-1
12;234;109;-1
12;240;99;-1
12;329;102;-1
12;429;462;-1
12;471;364;-1
12;489;430;-1
13;5;184;-1
13;23;214;-1
13;70;94;-1
13;71;114;-1
13;116;192;-1
13;149;148;-1
13;150;335;-1
13;195;365;-1
13;253;41;-1
13;277;70;-1
13;319;343;-1
13;376;102;-1
13;417;56;-1
13;423;189;-1
14;23;369;-1
14;165;339;-1
14;167;100;-1
14;181;135;-1
14;184;435;-1
14;238;195;-1
14;266;59;-1
14;278;143;-1
14;345;184;-1
14;380;87;-1
14;406;141;-1
14;471;417;-1
14;494;375;-1
15;23;105;-1
15;119;146;-1
15;122;364;-1
15;129;338;-1
15;157;367;-1
15;169;347;-1
15;180;365;-1
15;187;367;-1
15;215;127;-1
15;261;139;-1
15;341;511;-1
15;360;372;-1
15;449;410;-1
16;165;403;-1
16;178;147;-1
16;249;120;-1
16;301;344;-1
16;314;391;-1
16;355;94;-1
16;370;86;-1
16;390;154;-1
16;413;28;-1
17;3;485;-1
17;13;195;-1
17;158;400;-1
17;183;87;-1
17;185;452;-1
17;212;380;-1
17;248;84;-1
17;259;51;-1
17;266;149;-1
17;340;379;-1
17;364;20;-1
17;461;173;-1
18;19;157;-1
18;164;507;-1
18;211;507;-1
18;214;419;-1
18;250;131;-1
18;253;44;-1
18;289;487;-1
18;303;402;-1
18;325;373;-1
18;329;410;-1
18;466;130;-1
18;496;463;-1
19;0;189;-1
19;4;401;-1
19;29;428;-1
19;37;98;-1
19;80;384;-1
19;128;365;-1
19;134;498;-1
19;161;412;-1
19;174;495;-1
19;196;505;-1
19;201;365;-1
19;222;509;-1
19;253;35;-1
19;253;509;-1
19;264;394;-1
19;290;474;-1
19;304;354;-1
19;364;155;-1
19;404;407;-1
19;460;422;-1
20;44;420;-1
20;46;156;-1
20;167;100;-1
20;187;386;-1
20;191;432;-1
20;202;452;-1
20;271;105;-1
20;279;88;-1
20;289;385;-1
20;314;389;-1
21;77;368;-1
21;118;39;-1
21;144;404;-1
21;151;99;-1
21;192;403;-1
21;220;409;-1
21;222;405;-1
21;261;497;-1
21;303;25;-1
21;346;438;-1
21;359;412;-1
21;384;109;-1
21;389;404;-1
21;497;400;-1
22;44;44;-1
22;83;99;-1
22;265;507;-1
22;311;13;-1
22;327;497;-1
22;384;94;-1
22;458;426;-1
22;480;490;-1
23;8;28;-1
23;71;466;-1
23;87;454;-1
23;94;41;-1
23;117;411;-1
23;131;393;-1
23;140;165;-1
23;226;462;-1
23;293;78;-1
23;355;465;-1
23;361;484;-1
23;362;73;-1
23;381;23;-1
23;507;50;-1
24;11;404;-1
24;54;113;-1
24;74;373;-1
24;145;432;-1
24;191;128;-1
24;265;105;-1
24;343;59;-1
24;478;448;-1
25;133;451;-1
25;141;461;-1
25;199;383;-1
25;253;382;-1
25;351;133;-1
25;396;507;-1
26;29;425;-1
26;83;454;-1
26;95;425;-1
26;110;405;-1
26;120;121;-1
26;196;438;-1
26;228;110;-1
26;247;26;-1
26;257;394;-1
26;259;479;-1
26;291;392;-1
26;293;499;-1
26;430;136;-1
27;16;427;-1
27;25;39;-1
27;48;91;-1
27;104;434;-1
27;107;75;-1
27;147;407;-1
27;164;425;-1
27;195;412;-1
27;253;423;-1
27;260;52;-1
27;278;384;-1
27;308;501;-1
27;351;509;-1
27;404;55;-1
27;443;125;-1
27;450;480;-1
28;2;408;-1
28;28;465;-1
28;103;118;-1
28;128;394;-1
28;129;91;-1
28;153;70;-1
28;177;414;-1
28;194;96;-1
28;239;505;-1
28;250;115;-1
28;258;32;-1
28;319;51;-1
28;366;45;-1
28;467;426;-1
29;16;482;-1
29;26;115;-1
29;26;404;-1
29;27;95;-1
29;132;63;-1
29;156;421;-1
29;195;397;-1
29;238;499;-1
29;267;83;-1
29;289;487;-1
29;292;508;-1
29;390;56;-1
30;7;124;-1
30;36;428;-1
30;52;52;-1
30;153;403;-1
30;178;76;-1
30;182;421;-1
30;195;40;-1
30;208;485;-1
30;221;446;-1
30;261;450;-1
30;399;83;-1
31;187;492;-1
31;211;468;-1
31;245;52;-1
31;273;66;-1
31;340;488;-1
31;393;511;-1
32;14;364;-1
32;49;485;-1
32;92;80;-1
32;305;72;-1
32;340;502;-1
32;451;479;-1
33;34;181;-1
33;87;478;-1
33;153;409;-1
33;185;232;-1
33;259;409;-1
33;380;28;-1
33;411;19;-1
33;434;511;-1
1;26;179;-1
0;28;93;-1
2;34;400;-1
1;34;399;-1
0;57;436;-1
0;77;322;-1
0;78;321;-1
1;110;124;-1
0;130;369;-1
1;129;369;-1
2;202;225;-1
2;202;225;-1
3;201;224;-1
2;216;63;-1
0;217;64;-1
0;278;187;-1
0;277;186;-1
2;323;330;-1
1;323;331;-1
1;332;148;-1
1;332;148;-1
0;423;453;-1
0;424;454;-1
0;464;235;-1
1;463;234;-1
0;486;185;-1
2;132;385;-1
2;194;434;-1
4;194;434;-1
3;349;221;-1
2;349;221;-1
3;350;221;-1
3;365;361;-1
2;365;362;-1
2;418;213;-1
3;439;150;-1
3;105;325;-1
4;106;325;-1
3;157;146;-1
4;156;147;-1
3;172;446;-1
4;171;447;-1
3;182;331;-1
3;182;332;-1
2;223;36;-1
3;310;184;-1
3;311;183;-1
3;327;2;-1
4;149;313;-1
5;149;314;-1
6;149;312;-1
4;153;334;-1
4;152;334;-1
4;154;335;-1
5;191;20;-1
4;191;21;-1
3;220;229;-1
4;290;325;-1
4;355;322;-1
5;356;322;-1
5;368;94;-1
4;369;95;-1
3;415;439;-1
5;439;201;-1
3;439;202;-1
5;65;127;-1
4;66;129;-1
6;144;173;-1
5;144;173;-1
5;181;322;-1
6;181;321;-1
5;223;68;-1
6;269;228;-1
4;269;231;-1
5;327;67;-1
5;362;52;-1
6;362;53;-1
5;477;446;-1
5;476;445;-1
5;0;3;-1
7;52;188;-1
6;52;189;-1
7;99;247;-1
6;100;247;-1
6;173;340;-1
6;173;340;-1
6;455;210;-1
6;454;209;-1
6;478;84;-1
8;97;114;-1
6;97;114;-1
7;107;229;-1
8;106;229;-1
7;144;322;-1
8;144;321;-1
7;152;338;-1
7;188;324;-1
6;189;325;-1
7;194;393;-1
8;194;393;-1
8;230;18;-1
9;278;83;0
9;277;83;0
9;278;83;0
10;277;83;0
10;278;82;0
8;277;85;0
8;276;83;0
10;278;82;0
9;277;86;0
7;280;83;-1
8;277;84;0
11;277;82;0
7;511;222;-1
9;75;216;-1
7;75;216;-1
8;87;94;-1
10;239;116;-1
9;239;117;-1
11;238;116;-1
7;290;338;-1
8;374;196;-1
8;392;348;-1
8;393;347;-1
7;457;154;-1
8;146;197;-1
9;197;411;-1
9;198;411;-1
12;268;104;1
13;267;104;1
11;264;99;2
10;261;96;-1
13;268;103;1
10;261;92;-1
10;261;97;-1
12;272;100;-1
12;267;104;1
10;264;100;2
9;262;92;-1
12;273;99;-1
11;269;104;1
12;266;102;1
11;262;91;-1
12;265;104;1
11;265;99;2
12;268;102;1
12;271;94;-1
12;261;96;-1
9;261;94;-1
11;272;100;-1
11;263;98;2
11;274;97;-1
13;270;96;-1
10;260;91;-1
10;263;206;-1
9;264;206;-1
10;270;231;-1
9;270;231;-1
10;105;353;-1
10;107;123;-1
10;109;110;-1
11;110;109;-1
9;110;112;-1
9;139;340;-1
10;253;170;-1
11;253;170;-1
9;256;91;-1
11;112;113;-1
10;132;321;-1
11;173;324;-1
12;173;323;-1
12;177;100;-1
11;178;100;-1
12;325;384;-1
11;348;167;-1
11;349;167;-1
11;356;505;-1
11;355;505;-1
11;456;136;-1
12;20;17;-1
13;55;352;-1
12;55;353;-1
12;60;207;-1
12;87;70;-1
12;87;71;-1
11;115;111;-1
11;113;110;-1
13;229;60;-1
11;229;60;-1
12;248;77;-1
12;312;83;-1
12;313;82;-1
12;435;180;-1
12;436;180;-1
12;249;432;-1
13;293;79;-1
13;292;78;-1
13;314;327;-1
14;314;328;-1
15;314;326;-1
13;360;0;-1
13;363;28;-1
13;362;28;-1
13;368;154;-1
14;368;154;-1
13;439;175;-1
13;440;174;-1
14;64;103;-1
13;64;104;-1
15;63;102;-1
14;112;132;-1
15;113;131;-1
13;262;37;-1
15;54;472;-1
17;55;471;-1
14;84;146;-1
15;85;146;-1
14;114;60;-1
15;164;43;-1
15;188;101;-1
16;280;55;-1
15;280;55;-1
16;370;75;-1
15;370;74;-1
16;368;72;-1
17;372;75;-1
16;101;131;-1
15;101;130;-1
15;101;187;-1
15;139;97;-1
17;139;96;-1
16;229;142;-1
16;228;143;-1
17;228;141;-1
15;240;115;-1
16;372;81;-1
15;370;78;-1
16;376;62;-1
16;375;62;-1
16;407;105;-1
17;408;105;-1
19;415;53;-1
17;416;52;-1
16;414;54;-1
20;416;52;-1
19;418;52;-1
18;414;54;-1
16;417;52;-1
16;414;51;-1
16;422;151;-1
16;422;152;-1
16;502;9;-1
17;32;99;-1
17;32;98;-1
17;45;426;-1
18;45;426;-1
16;51;86;-1
17;86;62;-1
16;98;146;-1
17;113;80;-1
17;113;79;-1
18;141;74;-1
17;142;74;-1
17;263;108;-1
18;263;107;-1
16;291;399;-1
17;315;382;-1
17;316;382;-1
19;315;382;-1
17;442;79;-1
17;441;80;-1
17;453;174;-1
18;453;174;-1
18;1;27;-1
18;1;27;-1
19;61;160;-1
18;60;160;-1
19;90;58;-1
21;90;57;-1
19;92;58;-1
19;90;59;-1
21;91;60;-1
20;91;56;-1
18;104;446;-1
18;104;446;-1
19;134;184;-1
18;135;185;-1
18;185;377;-1
18;185;377;-1
19;185;378;-1
18;218;91;-1
17;218;91;-1
19;219;101;-1
18;219;100;-1
20;218;102;-1
19;288;71;-1
18;285;73;-1
21;288;70;-1
18;287;346;-1
18;399;91;-1
18;446;98;-1
20;446;98;-1
19;40;386;-1
19;40;385;-1
20;71;126;-1
19;70;128;-1
19;125;380;-1
19;124;380;-1
19;210;459;-1
19;231;110;-1
19;232;109;-1
20;22;134;-1
20;22;135;-1
20;191;161;-1
20;191;160;-1
20;195;386;-1
21;194;386;-1
20;211;8;-1
20;220;49;-1
21;220;49;-1
20;259;124;-1
22;259;124;-1
20;273;116;-1
21;273;117;-1
21;285;116;-1
20;285;117;-1
19;298;96;-1
20;297;96;-1
21;410;113;-1
20;410;114;-1
20;22;404;-1
22;22;404;-1
21;88;113;-1
22;88;112;-1
20;184;26;-1
21;185;365;-1
22;185;364;-1
20;199;390;-1
21;200;388;-1
22;238;460;-1
20;238;460;-1
21;254;375;-1
21;278;98;-1
22;311;413;-1
22;311;412;-1
21;386;76;-1
21;412;13;-1
22;461;56;-1
21;461;57;-1
21;501;111;-1
21;39;371;-1
22;57;140;-1
22;87;126;-1
23;86;126;-1
27;101;88;3
27;100;87;3
27;101;88;3
28;101;87;3
26;102;84;3
27;100;87;3
28;100;85;3
26;103;84;-1
23;103;89;-1
27;101;88;3
27;101;85;3
27;102;83;3
28;100;86;3
25;103;87;-1
28;100;88;3
27;103;83;3
23;103;88;-1
29;101;87;3
23;164;367;-1
23;165;367;-1
22;273;57;-1
22;274;56;-1
22;405;91;-1
22;405;91;-1
22;407;135;-1
22;408;134;-1
22;444;73;-1
23;53;121;-1
23;137;132;-1
23;137;133;-1
23;180;474;-1
23;179;475;-1
24;194;445;-1
24;193;446;-1
23;227;409;-1
24;227;409;-1
24;351;62;-1
23;350;62;-1
22;353;149;-1
23;376;67;-1
25;34;117;-1
26;33;117;-1
24;229;87;-1
24;275;426;-1
25;275;425;-1
24;350;67;-1
24;427;72;-1
25;428;72;-1
26;427;71;-1
23;440;57;-1
24;439;57;-1
24;482;41;-1
25;483;42;-1
24;503;91;-1
25;503;91;-1
25;64;30;-1
24;64;31;-1
25;102;450;-1
25;102;450;-1
27;101;449;-1
26;145;511;-1
24;148;8;-1
24;190;450;-1
24;232;96;-1
24;239;95;-1
25;292;432;-1
28;412;89;4
27;412;89;4
28;412;89;4
26;409;89;-1
28;412;90;4
28;406;91;-1
25;412;94;-1
27;411;89;4
28;412;88;4
25;409;90;-1
25;414;432;-1
26;439;121;-1
26;438;120;-1
24;454;437;-1
27;56;415;-1
27;57;415;-1
27;122;79;5
27;122;80;5
27;120;79;5
27;122;78;5
26;121;152;-1
27;175;465;-1
26;176;465;-1
26;255;130;-1
26;254;129;-1
25;263;82;-1
26;266;134;-1
26;266;133;-1
26;306;52;-1
25;386;105;-1
26;416;71;-1
25;416;70;-1
26;417;412;-1
26;418;413;-1
25;440;16;-1
26;439;16;-1
25;445;485;-1
26;465;494;-1
25;466;495;-1
26;33;43;-1
27;42;71;-1
27;42;72;-1
28;62;468;-1
27;84;114;-1
26;84;115;-1
26;194;359;-1
26;288;419;-1
27;311;13;-1
27;311;14;-1
27;312;14;-1
27;398;92;-1
27;399;92;-1
27;468;62;-1
28;24;30;-1
28;24;31;-1
28;209;85;-1
28;210;85;-1
28;209;83;-1
29;237;418;-1
29;237;417;-1
29;297;452;-1
28;297;452;-1
28;315;11;-1
28;315;12;-1
28;414;465;-1
29;414;464;-1
27;464;90;-1
30;68;440;-1
30;69;440;-1
29;68;440;-1
29;69;60;-1
29;70;59;-1
28;113;441;-1
28;122;70;-1
29;160;48;-1
29;160;48;-1
30;250;441;-1
30;250;70;-1
30;251;69;-1
31;363;483;6
31;363;483;6
32;363;482;6
31;363;483;6
31;363;482;6
32;361;479;7
32;363;482;6
33;367;484;-1
31;363;483;6
32;360;479;7
30;362;481;-1
32;353;476;-1
33;367;485;-1
31;364;483;6
32;350;473;-1
32;361;480;7
33;363;481;6
31;362;483;6
32;354;467;-1
29;364;481;-1
32;366;483;-1
32;351;470;-1
33;363;484;-1
33;353;475;-1
31;358;480;-1
32;354;478;-1
33;361;482;6
32;355;461;-1
33;368;486;-1
32;360;484;-1
31;362;479;7
34;350;472;-1
32;355;465;-1
31;352;473;-1
33;365;482;6
31;355;477;-1
30;115;81;-1
33;122;304;8
33;121;306;8
32;121;304;8
32;122;305;8
32;120;306;8
33;122;306;8
32;123;304;8
33;120;304;8
32;121;307;8
33;122;303;8
32;119;305;8
31;122;306;8
32;121;304;8
34;120;305;8
32;123;304;8
32;120;307;8
33;122;306;8
34;121;302;-1
30;124;305;-1
30;161;509;-1
31;162;508;-1
30;163;72;-1
30;163;72;-1
30;438;76;-1
30;438;75;-1
30;496;470;-1
30;496;470;-1
30;17;96;-1
31;17;96;-1
31;78;57;-1
32;127;75;9
33;127;77;9
32;127;73;9
32;126;78;9
33;126;75;9
32;127;77;9
32;127;73;9
32;125;74;9
31;128;79;-1
32;125;76;9
32;127;75;9
30;129;76;-1
32;126;78;9
31;132;450;-1
31;132;450;-1
31;251;507;-1
31;250;506;-1
31;303;509;-1
32;302;509;-1
31;302;510;-1
31;313;481;-1
32;312;480;-1
31;363;506;-1
31;363;505;-1
31;362;506;-1
31;466;478;-1
31;120;49;-1
31;210;496;-1
32;259;95;-1
32;56;360;-1
32;154;410;-1
32;434;81;-1
33;258;410;-1
33;319;219;-1
